,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
10,0.004775971565667866,0.006055006408757252,0.022661852778478025,0.4785850401926345,2.3405950147529398e-05,6.560089682331987e-05,2.0686992373530696e-05,6.364613110142855e-05,2.3284628368913878e-05,1.1659677979717841e-05,0.0004397860451176629,0.00013381881340824992,0.0027338678612650203,0.04187075836681257,1.902610314190613e-06,2.838990242503833e-05,3.434260955490925e-05,5.422272984434072e-06,6.43468512358297e-06,6.801607181709408e-07,0.008148611402268533,0.0004370990689554719,0.04437255900409014,0.7644899315424893,2.894290656991352e-05,0.0001360082045116516,0.00021642116361448197,0.00011251298262856154,9.806471358986901e-05,2.9788857360675158e-05
11,0.00013001429618932246,0.0002783202953511678,0.010817596494431998,0.3947593996105582,2.481153455777013e-05,7.279315938977664e-05,3.321102404565507e-05,7.812150906446914e-06,1.5130804476481701e-05,6.780037231651408e-06,4.455573303112022e-05,1.7409625215141763e-05,0.0020803751904729306,0.023417891778347605,1.3195241518817423e-07,7.737196905850268e-06,4.992640668102768e-05,8.703183085484163e-06,3.4656927563494003e-06,2.9892460798865425e-06,0.003369152004018304,0.005843978930645582,0.009209750989408886,0.6822975407191098,4.004550261180157e-05,0.00026179624249318093,9.428104076953289e-05,3.710521902609004e-05,8.625368405078906e-05,3.119186571099654e-05
12,0.001281006252022105,0.0015331498605166915,0.01773885999643028,0.08085172375355318,5.6923188720598644e-06,3.625709763148382e-05,7.056072344085032e-06,4.2348257972381645e-05,1.6418660088580476e-05,5.960500472063786e-07,0.00032277693427623026,0.00030995886334161184,0.0026901133929798297,0.04613390196827527,2.1409253713612828e-06,6.307812884617593e-06,5.069496352108693e-05,3.6718072305279344e-06,8.051684948297024e-07,1.2636925198898277e-06,0.0017382128057609437,0.01028232340493386,0.004121004994384402,0.8255422780626881,2.955566795006159e-05,6.716448105865181e-05,0.00010180556350244773,0.00011318524187703798,9.055247504916006e-06,9.36243478793356e-06
13,0.0036779201082655405,0.0022882561186280824,0.003753338419880956,0.5478992755363584,1.6817557312314312e-06,6.595764291227248e-05,0.0001184575196269691,1.5568647819884803e-05,4.032404713745095e-06,1.7346250891250133e-06,0.00015717695158864854,0.000932484544595189,0.0017898523057032197,0.020658658094101365,1.5538793098265086e-06,1.5599811500563522e-06,3.082967551418574e-05,1.0422374905551193e-06,1.4500906436363294e-05,1.602790239664244e-06,0.003972890356417652,0.00804714235825819,0.010322162598775863,0.581938062604735,2.5891277553041243e-05,8.726766670687936e-05,0.00026661440708739014,7.614662067446054e-05,3.146000160314023e-06,4.515264790354345e-06
14,0.00013887518795503438,0.0036524296815120256,0.02508408590949794,0.5522320572490561,1.0794627542867733e-05,7.546185824668233e-05,7.932908716644127e-05,2.1562069160254154e-05,3.957392406357241e-05,7.115815677949451e-06,0.00010885600607429306,0.000934825380321368,0.00016906944142609765,0.06469971074931044,2.5226441023179735e-06,1.747361431302254e-05,4.396090080093866e-05,2.9442630402442048e-06,1.4260141409353271e-05,2.5237167094055857e-06,0.00188969110554,0.003078650141128724,0.018438291756926413,0.06698880575680127,3.9066017675132925e-05,0.00014252717406719893,0.0002981684102727022,7.433524475517195e-05,4.918972294667379e-05,3.1655824471043054e-05
15,0.0014565310715373065,0.0002782396522865501,0.012173935973829167,0.1578303188608951,1.7317301086017233e-05,2.282018756701966e-06,2.7134113110153847e-05,6.431638387524997e-05,8.91492351207744e-06,2.2428951467943176e-06,0.0002761763733767852,0.0005907668903217071,0.0009380559751571124,0.0009586000444169294,3.7487827511453477e-06,1.2508932173222658e-06,3.553219424652121e-05,3.638988553324803e-06,1.2497792234613605e-05,1.2830797994326705e-06,0.0012842600749724228,0.003572576332214562,0.0014611562139467537,0.05604257578501404,2.7908857223063603e-06,0.00016129988023049575,0.00010426063995860815,4.6758713850665274e-05,6.53114399592318e-05,1.735271014017792e-05
16,0.000764762763329234,0.004689028689316753,0.005872820498725827,0.41317744040324733,2.386242626808186e-05,9.864772429860628e-06,7.363017056395369e-05,5.7658526746064995e-05,1.7389392732712422e-05,4.1584456237353405e-06,0.00034225835526875085,0.000780869465337405,0.00035309744765887234,0.05381546364141456,2.082313281488422e-06,2.973067274470087e-05,2.125124145574534e-05,3.7184054835784095e-06,1.3009888964437426e-05,3.7747741751291266e-06,0.005009201058473234,0.006909317971462275,0.03022393738143368,0.856427518423522,6.806439433915325e-06,0.0002520207332827426,0.00028460162378182214,2.1302357349081892e-05,2.4876149139564028e-05,1.7701352929621758e-05
17,0.0031781660333610024,0.007490757335080155,0.01841271461071851,0.13197995691691086,2.333165387647869e-05,4.871028419846448e-05,7.667085878623929e-05,1.561870084062715e-05,3.386862020476652e-06,1.0298604842019215e-06,0.0002963569690214593,0.00017871484670832673,0.0031018261210000843,0.02087736858303892,3.122165743121925e-06,1.7025225453243728e-05,1.9492447059885374e-05,1.0824406478126103e-05,2.44891203404083e-06,1.2359830265814447e-07,0.003667125698199095,0.008161210338450775,0.03700522570943078,0.1912359050420177,3.868730285440836e-05,7.388472163673657e-05,7.137207094861606e-05,9.785252769556929e-05,8.544165842316107e-05,2.772754577957076e-05
18,0.0007138968319298107,0.00024008591293273076,0.028842661529889384,0.026735116903934486,4.553814018802563e-06,1.3507928379249071e-05,8.062499422159742e-06,4.477701084974809e-05,3.710102856225803e-05,2.920139281823879e-06,5.709886628847494e-05,0.0008869826321690777,0.0024386137108690408,0.07997401615018934,4.950230181283569e-06,1.5681328831735046e-05,4.41903808221898e-05,3.8050181208454177e-06,1.0991088309381426e-05,2.3238909068516003e-06,0.006680255799643511,0.010428467045305246,0.017582373772698615,0.6706602719056323,2.3443818681537587e-05,0.00024701310535749793,0.00014401685260574557,7.054576897996844e-05,0.0001007140012120933,1.2458652903052877e-06
19,0.005504372536246954,0.0020032094399479554,0.03960383762659506,0.06824208699192567,4.368600257305891e-06,6.498386327325439e-05,0.00010233945823907942,4.948733835119302e-05,3.539933354124377e-05,1.1588252702497113e-05,0.0003855802289018003,0.00048644867387461865,0.0017374292315814027,0.06582374283783483,1.2063204662458173e-06,1.4936242556963622e-05,1.8376560578989002e-05,5.908545400847642e-06,1.1408823414269874e-05,3.3365777225223142e-06,0.0018561491692682677,0.0029464037041896985,0.027930176440021465,0.21422095294529978,6.658457937458331e-06,5.016510957327775e-05,4.3325615428008945e-05,3.489182297501837e-06,1.1027358830680292e-05,1.827533072738444e-05
20,0.000695684007933477,0.004585886844952715,0.028038014017793378,0.5736109680162247,1.4759027053805375e-05,7.045588323023448e-05,0.0001349517076747081,5.757271135915979e-05,3.822176870534027e-05,2.710637879176517e-06,6.8639113595204e-05,0.00041608727225667016,0.003506462300825544,0.07136459143632139,4.2729507107212085e-06,2.945881683241736e-05,1.3815146353502199e-05,8.626631006771147e-06,7.795350968295476e-06,1.672593086197479e-07,0.0009881421167499,0.010004415576991704,0.00358835839398832,0.8873920377299835,3.865703118614681e-05,0.00018520096292211032,0.00011881095675713011,3.158198682453664e-05,4.458584713667916e-05,6.7151147492227895e-06
21,0.0058008923666169705,0.0009025090916238229,0.023879733513927682,0.14100877880393645,8.609257816850486e-06,2.7845762317529694e-05,0.00012972899561707415,5.7361222604240496e-05,4.0256164043987936e-05,4.830740962817638e-06,0.0003532779472009927,0.0008994938895871284,0.0012709706590508787,0.07402158759736908,2.3884131147209095e-06,2.9734915575534944e-05,4.049342908648186e-05,1.0340985473033685e-05,1.0206403059775983e-05,2.9733082182547222e-06,9.322675993719435e-05,0.004638587109244021,0.02527890540717224,0.6574013509776756,3.284214664538328e-05,0.00024844895368014643,0.0003110817720449392,4.504156895651862e-05,3.4242615310035245e-05,8.159285901077661e-06
22,0.0005578572076855544,0.004805864443446332,0.018022780761139646,0.25495011988130023,1.2355407360196193e-05,9.052542132905336e-05,0.00012349747824789384,7.679862088582672e-06,6.732418477729351e-06,4.681869735569489e-06,0.0002203710264687991,6.597437042010651e-06,0.002229025147850911,0.004445735124610675,3.8152840431447956e-06,3.1278695898449516e-05,2.153248619291865e-05,6.103170170438252e-06,1.4072199816440284e-06,3.7018776737657236e-06,0.0034095795971825172,0.004079006671986348,0.040061412236103586,0.8826792159396769,1.592283760978025e-05,0.00016191789990794588,0.00011054665745650236,2.9700022933769318e-05,7.166255324379648e-05,3.1005431743933416e-05
23,0.0060490702748327956,0.0034650030584500537,0.038567247118855535,0.46992650314385626,2.5989503812017954e-06,4.844320069737359e-05,1.0165078067945632e-05,4.44327404815901e-06,7.795523115174903e-06,7.101372012293257e-06,0.00010650979944504945,0.0009438840434667266,0.0011088360589529514,0.04277745278082395,2.051067149516504e-06,2.6157231459813532e-05,8.524220034637415e-06,3.636315489142489e-06,6.701870366355878e-06,2.685041761562185e-06,0.006123259773416432,0.0060502523925671,0.03169827885266653,0.3857430752718204,3.269123760015661e-05,6.809717138096261e-05,0.0001512059012988333,7.913870952691174e-05,1.559603704931731e-05,3.292419591470485e-06
24,0.0005472660839424102,0.003579736866084142,0.0313756936711908,0.1093112437640254,3.97958116072853e-06,6.939912461157069e-05,8.205785014277842e-05,2.301800720476364e-05,2.8652629373667236e-05,1.1912274665788735e-05,0.00030074447122757853,0.0005938872293409426,0.0015098065678847796,0.016755236934581585,2.3115501237644625e-06,4.2883488989877756e-07,3.979467074600237e-05,6.472094654655551e-06,2.0887936460780678e-07,1.4605365027383028e-06,0.008335383858671466,0.009719192782019145,0.013899026282633477,0.20567052377144865,3.426039886724464e-05,0.00010779436226948364,0.0002932113919115823,3.5972849331024694e-05,9.175417515766684e-05,2.4947185714065526e-07
25,0.003029690473950698,0.0051422868784279,0.011429410834913252,0.21239932279551382,1.4393346531884367e-05,1.1445236602910354e-05,7.450103528830093e-06,2.9009529735386063e-05,3.871218528523746e-05,1.112882453044009e-05,0.00018496173639060402,0.0006241427875163007,0.0013019747934251552,0.051329474962416716,3.090225889976365e-06,1.623729660143372e-05,2.5686539938318063e-05,1.0575468349171e-05,1.3069700456281891e-05,9.023546545529706e-07,0.007129155587314415,0.00767727595932002,0.04546056324093654,0.1445434388360143,1.8393813357983424e-05,0.00012477547064989892,9.205794571074022e-05,1.692974913523083e-05,3.9789340506589336e-05,2.18308017221071e-05
26,0.002171404275132569,0.00636090931321259,0.03840083873611165,0.0008431884030887585,6.706243792476492e-06,7.37700444239159e-05,3.7682912465680985e-05,3.623740562848694e-05,4.5618857843578457e-07,8.33213692424061e-06,0.00026576562038877426,0.00029805756347959123,0.0021715131213501894,0.01593661098550244,4.849101053052921e-07,1.3641140655461239e-05,4.948895296630946e-05,7.881736510905935e-06,8.548465559458816e-06,4.4224880249074384e-06,0.0011148306805613345,0.007102055467119823,0.010005174119344392,0.31433465457713494,1.728710492226797e-05,0.00026439778688840403,2.8912417824297605e-05,0.00010359130382392639,3.797882465462716e-05,6.209494841389581e-06
27,0.0027319709220067715,0.0038844774285267825,0.008535889625775618,0.36469815275043416,1.7418429163521104e-06,4.287730205928628e-05,6.763466121246058e-05,6.829409943303282e-06,2.136399983227932e-05,1.5453726127011294e-06,0.000384206710556579,0.0009144630551495597,0.0003707084227019284,0.04300849871473595,1.8295717686872759e-06,2.8460549258972748e-05,4.488084093473979e-05,6.2125687234738715e-06,4.4169797007704195e-06,1.900683505755733e-07,0.002888798000969476,0.0022907121107300387,0.058428006617514384,0.4144729225506022,3.79013527118745e-05,5.33966202646742e-05,0.00023928176499851732,7.004427345440759e-05,1.2693368267218455e-05,1.1315932609878667e-05
28,0.003764462001523381,0.0019899491568338744,0.028099960662393383,0.07103716276549768,7.025236205267359e-06,7.72467098591787e-05,9.088104684148224e-05,1.8985198038131164e-05,2.1507187651981115e-05,4.062114773226488e-06,0.00013095733183299943,0.00027153451668714194,0.0013369550524430479,0.06480756270747556,1.2519156249893037e-06,2.5295817597496667e-05,3.8544573392514895e-05,8.661348776196731e-06,5.902681757531477e-06,2.444978101055503e-06,0.0006236501084941476,0.0021328250209675386,0.005064181281403501,0.05317169828556918,2.577316156326899e-05,0.0001019470237147541,0.0001252341903668213,3.384259044205862e-05,3.013561264038626e-05,2.4383125202112885e-05
29,0.004158427385787048,0.0015442337096583964,0.026902951196920717,0.23178258405619895,1.4346445340457846e-05,6.250783148957199e-07,0.00013631543035844894,4.2910694928159783e-05,3.7568956202800144e-05,2.25800594975196e-06,0.0002694161435918626,0.0007768202158168544,0.001958026899585522,0.026799966531322855,5.725886187535136e-07,2.6251239297092856e-05,3.7022742260508705e-05,7.83735760747736e-06,1.805305147232017e-07,2.1731682620934244e-06,0.0016914232704095477,0.009920586292268682,0.04172329684033873,0.4475122811196463,1.4446216439100156e-05,0.00025251612428356526,0.0003484193097502659,2.3262151456075426e-05,8.91226359627303e-05,2.2946347566493297e-05
30,0.0006936456269357124,0.00415111878296134,0.014861067217951843,0.4956592288898117,2.4342478233633116e-05,6.992237921520562e-05,4.956079158743461e-05,3.217791431474415e-05,2.3668835704780288e-05,3.5844991862716697e-06,0.00047556890874049556,0.0007543030211669222,0.000364255551145696,0.04783090717099951,6.092448337022799e-07,1.5577088189755425e-05,3.405659886957027e-05,8.038157416476365e-06,1.4560768714354108e-05,4.0406180182890905e-06,0.001831843366525915,0.009292189691101802,0.01895880107056642,0.683535031679545,2.229012718546462e-05,3.381331312092114e-05,0.00024850219287145026,5.702488152502002e-05,5.290046230158987e-05,2.9953691521133602e-05
31,0.0006939273391356623,0.0037054504827053556,0.013514418229677357,0.20547678826152208,8.993477742099097e-06,6.506838717821559e-05,4.363004205908706e-05,2.3729776156290035e-06,4.279533291549665e-05,8.232318354304204e-06,0.0004732247796983192,0.00033028016225514336,0.0018379811337751204,0.051282829553192154,3.4504857350498554e-06,3.059663535518541e-05,3.345213460258656e-05,1.6582768121365754e-06,1.3047883072562825e-05,4.666291116828381e-06,0.0038260823528099897,0.009655030483546804,0.020612593423793638,0.8481835648168466,1.7839518575952575e-05,0.0001961953135944107,0.0003258358182150631,9.548183957056829e-05,9.929547041335207e-05,4.319773542995506e-06
32,0.00529698455640074,0.002499450685970457,0.018858512562882578,0.08840390589957468,1.8152675885245875e-05,8.769968275191821e-05,3.650580044244512e-05,4.881186359366607e-05,3.648233785689552e-05,1.178329529853309e-05,0.0004093314144769078,0.0006856413590518153,0.0006348677228024659,0.057432157506398865,2.8082279600239823e-06,1.837439844648246e-06,3.873624279286011e-05,4.674343204386897e-06,5.926014780917926e-06,2.6221209549639094e-06,0.004375342348431344,0.0030632771459652556,0.04239885018353847,0.9679785626894436,1.9240645723710815e-05,0.00014198104703467748,0.00012907578037130336,1.8823737704400004e-05,5.939030102025705e-05,2.177706561338436e-05
33,0.0024153768768366488,0.0026872943438786554,0.014985306983661144,0.6179331510957007,8.609041835246378e-06,4.7839824676469414e-05,2.3381226990371224e-05,5.437551566258898e-06,3.892163405225221e-05,1.1363849107314624e-05,1.908632080696419e-06,0.000773175226953771,0.0011678734514861747,0.059112094897842436,3.438721000788167e-06,2.2886129576737677e-05,3.355955217706558e-05,1.020959126563815e-05,1.274725273690932e-05,2.9396089795310992e-06,0.0009769110147956343,0.005294581757869621,0.008535421636047879,0.5339333611121648,2.5197882641795433e-05,9.289907827756883e-06,6.224073240376986e-05,7.604127594177472e-05,8.262733858073216e-05,5.845406369402582e-06
34,0.0037068365601000152,0.005160906069801595,0.02135317832579464,0.3834308819865889,1.616329994854956e-05,3.0805006187219886e-05,3.139415195874233e-05,5.6091986425159785e-05,4.782186558313964e-05,6.746021536874827e-06,3.604001182739042e-05,0.0007518387880404702,0.0027576986200448105,0.04487119367497495,2.0301478290644207e-06,1.6322780142018885e-05,4.886143719637912e-05,4.691773453201361e-06,4.512227531200143e-06,2.277394323732984e-06,0.008327463428004564,0.0033971659474441754,0.025455284073145852,0.3283801941669719,2.0503537037085822e-05,0.00019446792743858972,6.409231951448534e-05,3.4296906404350635e-05,4.64747894848976e-05,1.2391247699629395e-06
35,0.004160020110824261,0.002335689580974588,0.0035528581581912703,0.1906650598823394,1.2789060854358944e-05,7.327454736537281e-05,4.4229057248964195e-05,2.392999541698818e-05,7.750058898070688e-06,5.870489935010067e-06,0.0004351671182146761,0.000640088198576109,0.0020867693444394093,0.053196242130077495,2.6327339963916844e-06,1.6076197430066077e-05,1.3329652502306183e-05,7.500569507077072e-06,8.815953304434647e-06,2.963873575182088e-06,0.005083444329839051,0.004734517836666996,0.035976007786256044,0.48972367463738675,3.3518143043677916e-05,0.00011645877298329379,2.9594964014753662e-05,8.27946793355794e-05,5.623820892994999e-05,2.404627628754547e-05
36,0.0020399393190395974,0.004383510684092805,0.0212270972647168,0.08152776423815679,1.5368699375530547e-05,4.465787811845468e-05,2.0957423380442466e-05,4.595926380475224e-05,1.0844816573283082e-05,4.168339291632495e-06,0.0003579729627912493,0.0005783163260187308,0.003120071948260664,0.03306007725632793,2.3648166649296797e-06,1.075983924775614e-05,5.1834841482770426e-05,1.086034460876551e-05,1.3977785073166161e-05,1.8106777077824304e-06,0.00682819854335445,0.005568691366326586,0.05690920942188959,0.7340996309321524,5.441487909398826e-06,3.8834661553016735e-05,6.975937840626537e-05,5.556534143287517e-05,1.968574439019933e-05,2.903367687882399e-06
37,0.004043532921206284,0.0007230969005095674,0.018420077424908216,0.5751616239637583,1.9656537008584877e-05,5.893018776825376e-05,0.00013556768353699397,2.504446903914922e-05,3.813854914932396e-05,7.2672481498697086e-06,0.0002521708143722567,2.0514381864741976e-06,0.0024969367574427365,0.046296783955116966,4.290857073358191e-06,2.506376355847131e-05,4.5429914224903634e-05,1.837610604599436e-06,6.172344225219053e-06,4.5143307589657346e-06,0.0024671703060136435,0.0036901396850062863,0.055806520235777014,0.4894283017502318,3.222530207674309e-05,0.00013812085530181674,0.00010236294130663794,6.992284341380546e-05,2.612165339245219e-06,1.487134082350961e-05
38,0.005282798835920738,0.003756688660634875,0.025770714572541875,0.584693809504096,9.42842997706203e-06,1.2951921569082172e-05,6.962994293598704e-06,1.830681665250729e-05,2.949563100994494e-05,3.1609480676676433e-06,0.000468351335709034,0.000795785920427474,0.002850492072692301,0.01435196050465499,1.5820755544155073e-06,2.458809707851589e-05,8.574200045706757e-06,6.513396006384376e-06,7.507723129439488e-06,3.2898038568675102e-06,0.007272235946517514,0.0013712945431067125,0.002834553957163456,0.19752605918647248,3.114255257684545e-05,0.00018018811092035563,0.00021024042486685775,5.7424000093906556e-05,7.904027012110349e-05,2.8870379862828814e-05
39,0.001611776212422058,0.003143345296149662,0.03533475289309008,0.43573379476655993,8.914849096839593e-06,1.0566448996078285e-05,0.0001293630599153506,2.078951362589757e-05,3.208653182769246e-06,1.475245990577195e-06,0.00042727470601092757,0.0004049726185725422,0.002817561481453869,0.010150443658993685,1.7964726376827594e-06,9.343099741114361e-06,3.797384564103241e-05,1.0347426929524329e-05,1.2366346345919351e-05,1.4864549552862286e-06,0.0013381487180442124,0.000134528844670703,0.014095147170912307,0.8820752090273314,3.594865622493379e-05,9.754256511399549e-06,5.235792004698204e-05,1.668147971412464e-05,5.32964159980505e-05,4.966239429292848e-06
40,0.0029521885323192647,0.00021936689034810758,0.021779768407855192,0.06071163394929302,1.766818154388911e-05,7.469654705096702e-05,3.1049365111410723e-05,1.5037152360899344e-05,4.594716318025847e-06,8.823846218936698e-06,0.0001779345837463372,0.0007257849288256101,0.0016972686552189072,0.050720546363793306,4.956664212843454e-06,2.0245721468928853e-05,2.4892853254051176e-05,5.366802433987704e-06,2.24657744853903e-06,5.690036031214036e-07,0.0002607994478246365,0.009150260293406497,0.01721151755047872,0.815421833378636,2.402292986301152e-05,0.0002615891544020193,0.00019187110542885608,9.501258332187387e-05,3.0076873988394624e-05,1.0671799735582284e-05
41,0.0035299902639375795,0.00511686045421672,0.03390549831606275,0.4819888313911213,5.4147311787529736e-06,2.0940067047867244e-05,6.572021740846241e-05,3.12595349612462e-05,4.2841255718526885e-05,9.863306997109908e-06,0.0002820527576631472,0.00021816873224903403,0.0018434151631792697,0.02518503386729615,1.586092635366315e-07,3.088340226436093e-05,2.8542901208792392e-05,5.306971082829908e-06,3.1753631720322634e-06,2.729705866070281e-06,0.001969092845219036,0.0035240906394767902,0.012585748060861653,0.9210601449940335,2.2990575184166496e-05,0.00022484282525496232,0.00032158720418211156,3.684258456754523e-05,4.024546126688826e-05,2.7898112735002648e-05
42,0.0007365047165020635,0.005694790923506813,0.03960193396318261,0.2923184446301837,1.1797760240209086e-06,1.7378021060266577e-05,0.0001348828850955173,2.0576883073978055e-05,2.3351659119180988e-05,2.363458531936876e-06,0.0003666208018300273,0.000167013808373471,0.0006479624394289912,0.07568396614835364,1.678644766278206e-06,3.000868434869885e-06,4.555076064511504e-05,9.020605020957863e-06,3.3036342984994916e-06,2.7058154377409497e-06,0.007514711929746066,0.00419556414886876,0.05018267836696716,0.4674531885600191,3.4486836009483355e-05,0.00020530408990138715,0.00011742218591630002,4.190929440503662e-05,2.41723250700872e-05,1.566725732651296e-05
